order_id,product_name,product_category
9ab65e63-d3aa-4f2c-833f-5311b2a83a9c,Spices Assortment,Supermarket
15cba1bc-6a92-4c97-b37c-0cad544e059e,GoPro Hero 9,Electronics
237c46b5-f269-4f01-b611-e73620aca65b,Olive Oil,Supermarket
1561cb7c-da51-4ada-8332-daa605df5a40,Peanut Butter,Supermarket
987bb44f-f847-4d85-90d5-07f65b961b38,Garmin Forerunner,Electronics
b6439400-89b2-4da2-882c-85dd33a2162e,String Cheese,Supermarket
8e0f3412-8419-4272-8751-7d9a5273508c,Almond Butter,Supermarket
30999354-4e03-4f6c-aa56-ff0e3587061f,Macaroni,Supermarket
e6757789-4b9d-406b-933c-b2439fea4012,Salsa,Supermarket
4b3cf8d2-27d0-4905-b183-49ea91f7cd51,Spaghetti,Supermarket
2ac1db48-e4a1-47e4-9c01-2bb0a0fe5f50,Pancake Mix,Supermarket
85b8ddbf-09ce-42ca-83f8-4a1b2c7487cb,Sourdough Bread,Supermarket
9b74d6a7-8fca-4294-a956-e4811e308609,Chicken Breast,Supermarket
d49fc462-5c9b-4813-8d04-f717ef86a64e,NVIDIA GeForce RTX 3060,Electronics
83d088e0-b7e6-4302-a63f-c4421293421a,Red Onions,Supermarket
9e8d0c0a-dab9-4581-a7b7-acfd50787812,Apple MacBook Pro,Electronics
18c742a0-3cab-4396-8ff4-c4eb5f940c3e,Frozen French Fries,Supermarket
3523b03b-be39-4c7f-a6c2-bf1c939b8946,Oat Milk,Supermarket
686046cf-bc3b-47b3-a003-e6255c02341f,Almond Butter,Supermarket
6b39aa58-a1f3-451c-b5a0-bbc681915a3c,Baking Soda,Supermarket
200b2ee8-f04d-4f9e-9370-9c1990b17819,Turkey Burgers,Supermarket
1dcf8886-6ba3-4dac-9e8b-43eb6a039a43,Ice Cream,Supermarket
5ee1d9c9-8a51-4a4c-9a81-5e89b3c2b758,Organic Bananas,Supermarket
eef6e049-5d4a-4f8d-a917-22ff010ba3d0,Whole Wheat Tortillas,Supermarket
a5b31ee6-e3da-4ed9-95b1-32c8cd032c59,Baking Powder,Supermarket
a7111d64-74f6-4506-95b9-e0d68febd229,Rice Cakes,Supermarket
89c168b0-29d8-43cc-834d-9fed6bfb283f,Beef Jerky,Supermarket
95468b9a-c375-4cba-846f-c294973c0181,Panasonic Lumix Camera,Electronics
071d71b9-fe38-49e6-b08d-6ceb5802be05,Frozen Mozzarella,Supermarket
2e337dae-f3d1-4532-8292-5402771ca178,Whipped Cream,Supermarket
97b249f3-e867-408f-868d-a96d9a2acf79,Shredded Carrots,Supermarket
b4224570-4952-4d6a-8bd2-e821e2bcfa54,Corn Tortillas,Supermarket
55932539-9ab3-464e-a023-614915b9d343,Organic Baby Carrots,Supermarket
0e4e2b8e-1c9c-47bf-ba32-393e6af6fb3c,Beats Studio Pro Headphone,Electronics
729e80d3-da35-40a3-88c2-5d5af676863c,Orange Juice,Supermarket
7f3849d7-10ae-48eb-a0a1-630b7ef18e48,Pita Bread,Supermarket
74219bfd-0de0-4bf1-b9a7-626ece6a1dda,Mustard,Supermarket
8faf06d5-5681-4c3a-94dc-357a12c65368,Amazon Echo Dot,Electronics
27508e97-bc60-4d9f-9cc7-944685e830a8,Frozen Waffles,Supermarket
525b45bb-4ae7-4802-81ac-f89c33f443a9,Frozen Chicken Nuggets,Supermarket
a4f39477-e7d2-4808-bc8b-78e253b068dd,Bagged Spinach,Supermarket
70f5a3b4-4a23-453c-af52-c63e634d38b6,Frozen Peas,Supermarket
1c1acdfb-b999-4ae2-bbf8-47d1d3a4daea,HP Envy Printer,Electronics
3a481c5b-49cb-4225-909d-0f8c51220e5d,Kellogg's Frosties,Supermarket
9c2bf24b-33e2-4f3f-b75b-e855ed85ec64,Honey Nut Cheerios,Supermarket
416ce9c8-9ae8-4b9f-a1a5-9a543a79a23e,Pickles,Supermarket
beb2f169-80b2-4cf7-a3f8-62e95c9d2554,Apple iPhone 13 Pro,Electronics
f4a37540-3a9f-4007-8035-4fbd37e91d07,Asus ROG Gaming Laptop,Electronics
3ac9746e-2fe3-478f-9288-479e368ad82d,Pasta,Supermarket
7c1993e3-7df0-4524-9b7a-c6fd051e8803,Chicken Wings,Supermarket
08bfb8ab-71d5-4ae6-af32-e48a3115309b,Canned Chickpeas,Supermarket
1c573b87-bf93-4d1f-aeb7-2b93f13d6dcf,Ketchup,Supermarket
cfe79962-fd38-4927-a2be-e6e1a038793e,Instant Noodles,Supermarket
ed8c80a3-decc-47d8-a104-7acca6e66b3e,Canon EOS Rebel Camera,Electronics
1493ab50-1bf9-4655-8558-59a0c0eeca32,Corn Tortillas,Supermarket
71e5625a-a9ba-484d-ae50-cc15a0c0618f,Cottage Cheese,Supermarket
4f3ac8af-8d2b-4cb9-952a-40e1a6209c52,Frozen Waffles,Supermarket
ac6aff83-a86d-4d76-aecd-f44ebf652a6e,Logitech Mouse,Electronics
ec4f573f-ab92-477e-9b4b-7ae61f740987,Shredded Cheese,Supermarket
8e7450f7-8435-4db9-88d8-52c1792063a4,Bose QuietComfort Earbuds,Electronics
025167ad-6f30-421c-b07a-7dac320cfb78,Baby Spinach,Supermarket
ad19d9ec-ae72-4732-8914-22a2d9512789,Peanut Butter,Supermarket
4106cf03-691c-47fd-b98f-38c79f68a707,Nest Thermostat,Electronics
638b7211-be10-4a1b-bb1d-4dd094a40428,Cereal Bars,Supermarket
9980c39a-00fc-42cb-a599-90004657a60c,Instant Noodles,Supermarket
e66e9506-dc09-4391-b830-b696eb019e70,Cinnamon Toast Crunch,Supermarket
6981a5a5-73e4-4ecd-913b-c89c37dfb62f,Logitech Mouse,Electronics
048e5947-7ee2-4278-8cb2-ffb6610c79a2,Chia Seeds,Supermarket
1f944ab7-1693-4108-85ea-e9d2f70c1c4e,Kellogg's Frosties,Supermarket
a0a4b6c4-779f-48a9-b566-f95303a62e94,Croutons,Supermarket
29d191fa-7258-4582-a2ca-6e63596e696b,JBL Flip Speaker,Electronics
8ef770df-d24d-40de-9958-45f6856d760e,Roku Ultra Streaming Device,Electronics
af109d48-e601-47ad-b5e1-d6afc5df86e3,Vegetable Stock,Supermarket
b5c04336-534d-4d6a-8921-dfbdf99091af,Basil Pesto,Supermarket
e565848b-a180-47dd-9765-b444eea2b339,GoPro Hero 9,Electronics
2f334a81-b585-481e-b480-12a5dc4c1da3,Chia Seeds,Supermarket
b04e6256-2110-4f23-99af-ff66de9a401b,Apple iPhone 13 Pro,Electronics
788a46f4-f495-4c18-a352-79512b7a965b,Frozen Mozzarella,Supermarket
14cb2e5b-332a-4921-a557-c3f72763e711,Corn Tortillas,Supermarket
f1c21343-5a15-431c-b641-31cef86ef113,Frozen Mixed Berries,Supermarket
c120ee21-c644-4d6f-9c4b-f1a6b8b64cc2,Cottage Cheese,Supermarket
e5721d77-8828-43c5-b380-86cfe0b6d49d,Turkey Burgers,Supermarket
597c1e66-5a72-4b9b-bd94-77b16930cf56,Cinnamon Toast Crunch,Supermarket
a72676a8-f3bf-47af-bd4c-296302b33a4e,Apple Watch Series 6,Electronics
be8c8c32-f586-42cf-ae32-0cc7fc843cdf,Samsung Galaxy S21,Electronics
93ba4d0f-4ef4-45a1-a36e-c853a47d549d,Tortilla Chips,Supermarket
e5aa4603-e197-49d9-9163-17367ccdb593,Romaine Lettuce,Supermarket
906f7f0f-cc10-4495-abd9-2ee9428ffb6b,Hummus,Supermarket
bf7f281f-1fb7-41ed-845e-172c1a955c9c,Frozen Mixed Berries,Supermarket
0d85bbf8-d3bd-4005-94aa-dec907e8b031,Cereal Bars,Supermarket
a9194785-a3c0-46b0-a194-bf6650abdf34,Potato Wedges,Supermarket
bd91d99d-a24f-4eb2-9176-056a8b7114bf,Sweet Potatoes,Supermarket
7d6fe82a-5742-430a-9cca-a6cdc3a8490d,Bread Crumbs,Supermarket
c5620872-a51a-49c3-9d29-67b12b28351a,Diced Tomatoes,Supermarket
a87f05ad-917a-443f-93f1-a810d84e7305,Romaine Lettuce,Supermarket
f92d70fa-0462-46cd-a061-8cf3d7fd64fc,Bose QuietComfort Earbuds,Electronics
c4442a91-3af5-4e87-9a44-43f43e8b3c22,Maple Syrup,Supermarket
6fb8048f-4339-4e4f-90fa-b6b724c349b1,Oranges,Supermarket
546864d7-986a-4ad1-b3c9-f1916d9ea086,Frozen French Fries,Supermarket
df53b894-491a-4eba-b70a-df261966e232,Protein Bars,Supermarket
2ddf58ab-cdec-4d0e-90d6-e3af13f38c3f,Asus ROG Gaming Laptop,Electronics
b45faed8-e2ff-42c0-9a26-8141e65da4b0,Frozen Vegetables,Supermarket
0199be15-caf8-4a6a-9d37-da14fa2fdc95,Butter,Supermarket
c88588d0-38fd-45ed-9811-7f8fc7629382,Samsung Galaxy S21,Electronics
f4b912b4-aa3e-4251-86ed-f8196b85bfa5,Soy Sauce,Supermarket
72deef04-8000-4c01-a2eb-c5be77af1f3d,Whipped Cream,Supermarket
0c5e1845-823d-426a-8a64-a80de5f41c45,Diced Tomatoes,Supermarket
b89ce36a-6650-406d-9a9e-9760563bfcc5,Whipped Cream,Supermarket
a36e3349-f1f7-460b-b6e6-4d7047837795,Frozen Mixed Berries,Supermarket
9ac480b7-a70e-465a-9c54-0f2356bd625e,Ranch Dressing,Supermarket
4610d545-85e7-4586-be0d-affd7be6907f,Nest Thermostat,Electronics
bc0ad55d-3944-49d1-a544-e00e86915071,Frozen Mixed Berries,Supermarket
1c3ca0a5-39a7-4cc4-b855-c51240a678fe,Whole Wheat Bread,Supermarket
f1326527-3e33-4951-9cac-f91cc9da2de0,Frozen Broccoli,Supermarket
4d257582-d84d-4755-bd24-56d57d3fdce4,Corn Tortillas,Supermarket
3cd67eac-d536-42ca-a587-1bd8964039c3,Sweet Potatoes,Supermarket
828c98c8-f2cf-4b8d-a5b5-a1b4849038a6,Frozen Edamame,Supermarket
329731d3-5e52-4231-9f83-c540640ba9c0,Potato Chips,Supermarket
b84762e3-b1de-40a7-91e7-775d6609504a,Apple iPad Air,Electronics
ca10efd5-831b-4f66-a1dd-7920f1329731,Salmon Filets,Supermarket
c66aae00-9e07-4e38-929c-e38e0c8cb317,Apple iPad Air,Electronics
a20e4eb6-351d-45f8-9af5-85b01bea4b71,Ranch Dressing,Supermarket
4f96f8c1-ff67-4a9d-9e07-5a4d57f3a4f5,Potato Chips,Supermarket
32c3507c-5f1c-4366-97a0-85a8a5243156,Oat Milk,Supermarket
045980c1-c205-49e2-bd85-b5166acbd3ca,Samsung Galaxy S21,Electronics
2ac47c60-8ab4-403a-8c02-8a1ab759f964,Kellogg's Frosties,Supermarket
78b12740-54a8-43fb-937d-f87ce6e2cd37,Microsoft Surface Pro,Electronics
71d1a0cb-e078-4583-b754-1c33aa10f1fb,Dyson V11 Vacuum,Electronics
9bedef08-4b4a-4272-9477-a7515a73ecbd,Ranch Dressing,Supermarket
3ddfcc22-f1ae-4e28-a87e-fef4b36a0770,Hummus,Supermarket
de6343f9-fa09-4cac-8da8-7c2706825e22,Croutons,Supermarket
fe4bffcc-e466-4f05-b111-777a4808abcd,Flour,Supermarket
849e79f0-13bf-4a80-bc02-62c208ebe4cd,Logitech Mouse,Electronics
9923a278-e245-4836-aa35-5f6b7f28428f,Butter,Supermarket
227670af-aeb6-4301-8030-c9960d6b8b90,Canon EOS Rebel Camera,Electronics
502f8720-8f0b-42dd-b65c-53bf089dcefd,Samsung QLED TV,Electronics
d9d0baa7-b40d-4248-bfd8-d1d33eeecc06,Frozen Edamame,Supermarket
d7fbb39b-0e73-4523-b0a1-cce7af949ea0,Logitech Mouse,Electronics
d105773f-d566-4aa2-87b2-c5245539e6f5,Potato Wedges,Supermarket
2972f202-a3f5-447a-8ba8-903e1e6ffd3c,Frozen Corn,Supermarket
6ab5dd76-cd41-4e82-9f26-20f56de3bbc7,Samsung Galaxy S21,Electronics
7081a372-28d6-4c74-9007-dcb35f5a6e57,Chicken Breast,Supermarket
59bd16a3-e82b-468a-af20-d467ac8811b5,Whipped Cream,Supermarket
af34847d-5b73-49ea-9412-87c98cb18d2f,Macaroni,Supermarket
f80b850f-482c-4adf-8474-fd01e3bd2902,Dyson V11 Vacuum,Electronics
651a71d6-20e4-45c2-ad3c-c2014f35c474,Organic Baby Carrots,Supermarket
9d0a4067-7c05-4a0e-befe-39d0795ff4c9,Canned Tuna,Supermarket
1b6046c6-0221-47fc-82bc-9dd4ab06a216,Diced Tomatoes,Supermarket
8d624215-bcfe-41ef-93ce-1aac7867bee5,Salmon Filets,Supermarket
b0c64edc-2bb6-4689-a983-7101637d0931,Frozen Vegetables,Supermarket
d7f972ae-4554-426a-87c4-cdd491e6bb87,Shredded Cheese,Supermarket
31cf5f4a-e58a-4d67-b7df-d17fe0048f9f,Canned Tuna,Supermarket
c701e693-cb4d-4bab-b664-7f4023a28736,JBL Flip Speaker,Electronics
8c0a292e-ffee-457b-a96c-157692307c1d,Pickles,Supermarket
9c87a901-b0af-41bd-937d-76d0d524e289,JBL Flip Speaker,Electronics
3a8d98b1-994b-4c5c-953d-e2d82da8e1bc,Honey Nut Cheerios,Supermarket
dec15fe5-5dc1-48e3-aa64-46889028c656,Frozen Shrimp,Supermarket
7160bbe1-b682-410b-bac9-362a566f325b,Chocolate Milk,Supermarket
689c6c85-1065-4622-90ca-93cbe2bada62,Mustard,Supermarket
8d8f0cd5-0ae4-4bf0-8c59-cabc6dab185e,Vegetable Stock,Supermarket
241a346c-4b6a-47cb-bc6e-900bbd01fdf3,Garmin Forerunner,Electronics
24ade8d4-e38e-4df1-8845-b629d0f0d0b0,Google Chromecast,Electronics
48b4bbfa-343e-4077-8354-f57f25d918e0,Apple Sauce,Supermarket
6a0aa794-6f81-4d90-8e05-fcf02f225107,Frozen Pizza,Supermarket
6a223f5d-1048-48b3-8b52-bd48cf313864,Frozen Shrimp,Supermarket
f7c6df82-31bd-4f8f-8514-db1719d520cf,Organic Baby Carrots,Supermarket
4729f95d-1ba9-4e45-980e-51c18af7abe1,Fitbit Charge 5,Electronics
be844eea-79f5-44e4-8102-8ac603cb0dcb,Uncured Bacon,Supermarket
b77f8e3e-c596-4eb9-b6c2-22a889802f90,Frozen Shrimp,Supermarket
a61b84d4-a3e9-471f-897f-94930a3562a6,Whipped Cream,Supermarket
c9dea142-1331-4483-b60b-2cd119e8d3cf,Asus ROG Gaming Laptop,Electronics
bbd4a0cf-48f8-4383-b16b-8c54f516850b,Nest Thermostat,Electronics
82b1c1e3-2979-4b2d-9004-df94e9710e65,Sourdough Bread,Supermarket
e9a21182-9699-4813-b9cd-4c5e02657673,Coconut Water,Supermarket
84740b57-38a3-45fd-a927-fd38ad12df3b,Romaine Lettuce,Supermarket
f50dac68-addd-4ba7-9ccf-ecb4736198e9,Cereal Bars,Supermarket
1655c768-f44c-42d4-b624-042e8555739c,Frozen Chicken Nuggets,Supermarket
25e7f7cb-1ac6-40e1-88af-012b5e073168,Samsung QLED TV,Electronics
86f9ea94-0c65-410a-a022-1a764b11690b,Cheese Sticks,Supermarket
b612cea2-0430-4f6d-9493-b51450607ee1,Tomato Soup,Supermarket
3ef89d8e-c771-47c8-83fa-c6fc6e20adea,Cheddar Cheese,Supermarket
31b0c1f6-183b-4aa5-bad2-b38c1fba58d8,Apple Watch Series 6,Electronics
31eb06b2-1b24-4573-831b-d8d81a3dd7e1,Beef Jerky,Supermarket
83966a28-7564-4bc7-9b50-489b86dcf73a,Oranges,Supermarket
912be291-f9c5-4df8-8d24-81103346e330,Nest Thermostat,Electronics
9e7458e7-69ac-480a-abc8-c45d208ab04c,Vegetable Stock,Supermarket
b083edfc-1316-41a9-9d40-fb9eac112833,Protein Bars,Supermarket
2058452e-9a8d-45cd-b848-9ca15b5457cf,Cottage Cheese,Supermarket
a2c997ef-301e-40ab-98ca-369eda1471db,Ketchup,Supermarket
94c1e463-2021-4f3e-9c6a-09ff5f5ec900,Avocado,Supermarket
4b8c92f1-ec2b-4343-8501-f0ec804d0a40,Whole Milk,Supermarket
299f133c-a9ae-441f-bd41-b158fe0fce11,Eggs,Supermarket
b0d30eab-6992-4ad8-8be2-bce21207fc51,Bell Peppers,Supermarket
21b85100-db1c-414b-a010-8adf2e3d9274,Sweet Potatoes,Supermarket
19f17b36-61bf-458c-a301-19b76fcbaca4,Coconut Water,Supermarket
7fe04832-ee78-4f43-b6d0-7b5c9bb2f756,Bell Peppers,Supermarket
c202a8c9-4ba7-4ca2-82c6-93d3c88fa47f,Logitech Mouse,Electronics
6f0d152f-fbb9-4224-8a1e-f9ebe9f9764f,Garlic Bread,Supermarket
4ba5c622-e2d4-4d92-a55f-115f1e5ad762,Beef Patties,Supermarket
4680ba7b-d6b7-44d7-821b-ec5c36f803c0,GoPro Hero 9,Electronics
2add895b-c113-4234-ab76-0dc9eaa3ffdc,Frozen Corn,Supermarket
d86a10fa-de54-406e-be45-7189dc3b5a00,Sourdough Bread,Supermarket
c039e744-b8bb-4dd3-a37b-03bda85bc64c,Roku Ultra Streaming Device,Electronics
e8f875e5-c4d5-4c30-8561-157beb527f7b,Hummus,Supermarket
0fb163f7-c7b8-4766-961d-6904f613c254,Broccoli,Supermarket
cc392675-e484-432e-aa6f-568a182d5b0a,Kindle Paperwhite,Electronics
01b503a2-cd6d-4356-b296-c3669a8bbd1d,Shredded Carrots,Supermarket
61164526-405e-4a66-bba6-a40e6b034b42,Flour,Supermarket
3202f63b-113a-43ba-a7d1-d5f8fb7ff9a6,Oyster Sauce,Supermarket
e849912f-3eff-4aa9-890a-2ec85ae3169d,Protein Bars,Supermarket
3e43c526-ec06-4c3c-88ee-b83101d128a5,Apple iPhone 13 Pro,Electronics
ce39477d-f2af-4d2e-a656-287f93569878,Pancetta,Supermarket
6091afcf-1b68-4e25-818f-1725c9c4bb5c,NVIDIA GeForce RTX 3060,Electronics
7e63d26f-10b0-44b6-b17d-2251958526ef,Canon EOS Rebel Camera,Electronics
48ca4957-7f46-4551-82b8-879fe097b46d,Fitbit Charge 5,Electronics
50850667-179c-441a-b92b-a0a286a2a0ae,Bose QuietComfort Earbuds,Electronics
2fd93841-3fdb-47d0-9bb4-2b82cfb199dd,Roku Ultra Streaming Device,Electronics
ae9f0d5a-709d-45f0-a22e-e375cbd37100,Broccoli,Supermarket
123f19c6-081d-4469-a7a5-f2518f436e06,Oyster Sauce,Supermarket
7bfe2bfb-4409-4e34-a54a-2a8c82131846,Italian Sausage,Supermarket
ce14059d-c257-467d-8372-2194502310e4,Dyson V11 Vacuum,Electronics
3b21b85c-9569-43b6-9b6d-ec3d73a37fb0,HP Envy Printer,Electronics
170e9477-e1c7-4068-91ed-75765871d58f,Pancake Mix,Supermarket
719de63b-c708-48e8-945f-356a94b7d5bb,Baking Powder,Supermarket
cb338ab0-7377-4c63-9242-b0aa9cc3583d,Uncured Bacon,Supermarket
9ba812e5-b996-4b24-94e8-8c60a9f6e559,Coconut Water,Supermarket
08aeedb5-9be8-4063-b564-e052eba23559,Frozen Mozzarella,Supermarket
97468d60-fc53-4dbc-a265-1acbfead29d5,Cheese Sticks,Supermarket
f3c1a969-70db-44a3-81f8-27c15ff46e82,Microsoft Surface Pro,Electronics
193de20b-a16d-4f9f-95e0-48d83386ae78,Cottage Cheese,Supermarket
a6810687-dd15-4f9a-9e32-eae237364ef4,Samsung QLED TV,Electronics
ed9c09e0-6fcd-4ca5-a502-f3a478036ae4,Amazon Echo Dot,Electronics
ade7436e-093f-4533-b871-012457c680fb,Avocado,Supermarket
97742a39-62a8-4215-8edc-14b5356a565d,Cereal Bars,Supermarket
5c0ff4a0-6ad5-4972-9b4d-f37d9a7442ef,Ranch Dressing,Supermarket
ae36a796-dae9-4334-a6b0-e274484555ab,Frozen Corn,Supermarket
2bc5cc0d-5473-4568-8d86-0c8d1c774e26,Potato Wedges,Supermarket
5030046e-64df-414c-bffd-068c9381f8de,Macaroni,Supermarket
2b8b4ab3-c306-4bbf-aa08-aa47b9dfebac,Frozen Berries,Supermarket
bcde321f-3824-44fc-a49e-2f52ab8352e8,Whole Wheat Tortillas,Supermarket
00f89d42-0bdd-471f-9fdc-70b86b344009,Ground Coffee,Supermarket
b280dcec-60e5-4d74-ade1-3355da7d5962,Pancetta,Supermarket
7e6cc2ea-63e6-4c4c-95b2-15b5c04ee7c9,Soy Sauce,Supermarket
7f3d667f-ff3a-4328-89dc-064be1487a01,Eggs,Supermarket
bf25d9c8-c6c0-4bd3-9321-c667e83a1eb8,Frozen Vegetables,Supermarket
15c7b849-8e47-48db-8038-a0f21ed83531,Frozen French Fries,Supermarket
963a1ab0-439b-489e-a41d-d45e6db75513,Frozen Ravioli,Supermarket
e48028de-569b-47fe-bc26-57834bf26797,Trail Mix,Supermarket
e4596416-701e-4f47-a8de-ee42725e9def,Oyster Sauce,Supermarket
147c4875-504a-4035-9556-83243c0a64e2,Apples,Supermarket
0d85ed44-7a4d-44d5-842b-63db45e1fdbe,Rice Cakes,Supermarket
f1598441-7fb1-47a5-87bf-bd52dd3d880f,Greek Yogurt,Supermarket
ef240bb3-b7cc-4f7d-8f9f-57b6ea43974f,Sliced Turkey,Supermarket
5df7092d-4d57-4065-b2a6-a74491cac538,Apple Sauce,Supermarket
12b950c4-2ad8-4ea0-a86a-0138be00f7e6,Chia Seeds,Supermarket
331fc42a-d231-4ace-9e6a-b45a8353b48f,Cheddar Cheese,Supermarket
97010a9c-22ea-4295-91c0-5edf482020f3,Chicken Breast,Supermarket
22b7130b-55ea-4e36-8cfd-facf1ee23e43,Nest Thermostat,Electronics
c57de423-db6b-49db-b557-cc82c95b4763,Bagged Spinach,Supermarket
2735bc11-d2db-4017-aa0c-383e6086ad69,Avocado,Supermarket
b17cce4c-ba20-4729-911c-56071c5c4720,Mustard,Supermarket
e9b3aea4-40c6-49d9-8b0f-bb3a6160278f,Frozen Waffles,Supermarket
cfbad64a-8bc0-4733-8d62-d4f57916c4f3,Trail Mix,Supermarket
dbafa22f-4a9a-4c60-a129-7432eece0712,Oyster Sauce,Supermarket
600c0c37-ecf0-4f46-bd45-f23e816be241,Bose QuietComfort Earbuds,Electronics
24bad95d-ba8d-4850-8470-47a7cde95ca7,Pasta,Supermarket
648a016b-db6f-48c5-abbf-94a7549bcbe8,Cereal Bars,Supermarket
9521d303-24c5-4833-a256-f752e492461b,Maple Syrup,Supermarket
4975416d-36d4-4730-90fe-7d8c4bc34f37,Eggs,Supermarket
52df8075-1f2e-4780-9f0f-048df749831a,Whole Wheat Tortillas,Supermarket
2df27969-b826-43da-ac5b-f5ce6d777ad6,Cheese Sticks,Supermarket
10f4a811-d48e-4da0-98eb-7d6199c80a6a,Garlic,Supermarket
b564018c-e5ae-4b91-b3fc-3595dcab194b,HP Envy Printer,Electronics
29674094-daea-4fea-a0e8-9fdd1ee23aff,Olive Oil,Supermarket
1e6a601d-37d0-4d4f-9525-357a52e2e451,Oranges,Supermarket
aa88aeeb-e6bd-4959-b7fb-0490303d481b,Google Chromecast,Electronics
f81bc295-2c21-4395-a7e7-1e446290d1ab,Baby Spinach,Supermarket
4aebf6b6-ae81-47db-994f-f8cbd486adb7,Apple iPad Air,Electronics
c7c7e788-8a34-4add-a64e-f73dfda8a0f6,Frozen Berries,Supermarket
dee577cc-4b03-4d2d-b6a7-b2b856c7013a,Avocado Oil,Supermarket
db8ebc3b-d4e9-4a55-880e-04f433614fe8,Apple Watch Series 6,Electronics
c1307675-1f19-430f-b371-9e90d7db5f03,Garlic,Supermarket
b574fafd-b1db-44a0-b9f4-997a1b1922e8,Kindle Paperwhite,Electronics
feeae661-1cd3-45c6-a452-0a0becb57e56,Baby Spinach,Supermarket
d67aecbd-7963-409f-a746-ba094391f5d8,Frozen Waffles,Supermarket
8150a3ca-b4a7-452f-b339-989b7345cbbf,Turkey Burgers,Supermarket
fb982dd0-5f65-471b-9569-6b607f1657fd,JBL Flip Speaker,Electronics
1606479a-89dd-473b-8581-ea0ed7da51ce,Bagged Spinach,Supermarket
e6b6bfde-7516-45a6-9e1f-84b35502ffca,Pasta,Supermarket
87778441-8260-400f-8346-66ad62e9adba,Bread Crumbs,Supermarket
f008bb6a-7a90-4ab4-9c64-eca2ce2031f7,Sony PlayStation 5,Electronics
1c55fc4b-f3b4-43cd-a8f2-9bd195ee3235,Whole Wheat Tortillas,Supermarket
ecb264fc-8e64-4de6-b13b-1219318828f1,Frozen Shrimp,Supermarket
80cbdfde-e88d-40e3-9a0d-523fcc5dbc98,Protein Bars,Supermarket
65ee9e12-9b93-4830-a0df-db0327d07cbf,Turkey Burgers,Supermarket
acb531bc-c586-4e9e-8e9d-27f5494dded5,Logitech Mouse,Electronics
4d1865af-5c41-4850-93d1-e928a3bd65bb,Pancake Mix,Supermarket
707f8732-2246-45c9-a707-8fa1e53b7f1e,Frozen Peas,Supermarket
1308de8b-cdc3-4f58-a178-523674f33b57,Cheddar Cheese,Supermarket
