order_id,items_delivered,items_missing,order_amount,missing_flag,revenue_loss,missing_product_id,product_name,product_category,macro_category,product_price,product_position,is_missing_item,price_bin
64c624c5-ea8d-4a14-88aa-447d1b89ca8b,19,1,343.24,1,18.01,PWPX0982761090988,Greek Yogurt,Supermarket,Supermarket,18.01,1,1,Low ($10-25)
1a39a30c-2c3f-4950-8640-39c54365532e,2,1,1125.9,1,10.16,PWPX0982761091050,Rice Pudding,Supermarket,Supermarket,10.16,1,1,Low ($10-25)
6b71583e-e0ba-48fb-961b-ccb5b7bdf0c7,15,1,496.6,1,690.88,PWPX0982761091097,Beats Studio Pro Headphone,Electronics,Electronics,690.88,1,1,Premium ($300+)
044df3fc-a8be-473b-aea6-b9e85480c222,5,1,210.78,1,16.82,PWPX0982761091079,Canned Chickpeas,Supermarket,Supermarket,16.82,1,1,Low ($10-25)
1d6a70f6-e8c1-43c3-b34c-9babb9751771,4,1,155.02,1,9.89,PWPX0982761091056,Salted Butter,Supermarket,Supermarket,9.89,1,1,Very Low ($0-10)
cd87ce5b-ef99-4a34-a132-da350a03ae18,2,2,111.22,1,19.01,PWPX0982761091060,Ramen,Supermarket,Supermarket,10.8,1,1,Low ($10-25)
316b3dce-4d64-4c1e-a5db-1d024e53d31b,10,1,631.71,1,19.55,PWPX0982761091049,Baking Soda,Supermarket,Supermarket,19.55,1,1,Low ($10-25)
a9b5b4e9-e03a-45f5-b47f-a1aea960eff1,7,1,54.05,1,632.85,PWPX0982761091122,Roku Ultra Streaming Device,Electronics,Electronics,632.85,1,1,Premium ($300+)
9c9c29fb-decd-45a8-84e3-966f0a441185,5,1,99.07,1,11.83,PWPX0982761091055,Salsa,Supermarket,Supermarket,11.83,1,1,Low ($10-25)
40ab98cb-a160-4c7a-af90-166e79d9b2ed,16,1,385.41,1,19.99,PWPX0982761091035,Ranch Dressing,Supermarket,Supermarket,19.99,1,1,Low ($10-25)
3bba3b61-16ac-4873-8c6f-3ebbb87ab410,9,1,178.92,1,14.41,PWPX0982761091075,Potato Wedges,Supermarket,Supermarket,14.41,1,1,Low ($10-25)
74559d01-a6b1-4d4e-aee8-b23ddbf4d0f6,9,1,58.09,1,10.96,PWPX0982761091094,Frozen Ravioli,Supermarket,Supermarket,10.96,1,1,Low ($10-25)
ae60e456-0c12-41d4-96a9-10c1d4321fe6,13,1,454.95,1,13.74,PWPX0982761091080,Spices Assortment,Supermarket,Supermarket,13.74,1,1,Low ($10-25)
eb96e4e9-9935-4387-8123-179dce564e5a,3,2,487.01,1,19.03,PWPX0982761091020,Frozen Waffles,Supermarket,Supermarket,11.08,1,1,Low ($10-25)
7947033f-f752-4e04-b9a8-8561f8116b1d,19,1,183.47,1,6.94,PWPX0982761091038,Beef Patties,Supermarket,Supermarket,6.94,1,1,Very Low ($0-10)
a01f7ee9-47f8-47ab-94d0-ae3c36883000,8,1,153.64,1,16.0,PWPX0982761091043,Mozzarella Sticks,Supermarket,Supermarket,16.0,1,1,Low ($10-25)
40b9688d-37fc-41d8-80c4-58692c0c6cec,8,1,40.47,1,585.52,PWPX0982761091101,Bose QuietComfort Earbuds,Electronics,Electronics,585.52,1,1,Premium ($300+)
cc6eec8a-761d-4df8-bc39-401f159b3ab8,16,1,294.92,1,14.22,PWPX0982761091016,Romaine Lettuce,Supermarket,Supermarket,14.22,1,1,Low ($10-25)
9ab65e63-d3aa-4f2c-833f-5311b2a83a9c,10,1,189.86,1,13.74,PWPX0982761091080,Spices Assortment,Supermarket,Supermarket,13.74,1,1,Low ($10-25)
15cba1bc-6a92-4c97-b37c-0cad544e059e,7,2,315.66,1,922.0,PWPX0982761091109,GoPro Hero 9,Electronics,Electronics,908.87,1,1,Premium ($300+)
237c46b5-f269-4f01-b611-e73620aca65b,12,1,772.66,1,6.09,PWPX0982761091032,Olive Oil,Supermarket,Supermarket,6.09,1,1,Very Low ($0-10)
1561cb7c-da51-4ada-8332-daa605df5a40,8,1,102.18,1,19.32,PWPX0982761090994,Peanut Butter,Supermarket,Supermarket,19.32,1,1,Low ($10-25)
987bb44f-f847-4d85-90d5-07f65b961b38,7,1,430.39,1,840.38,PWPX0982761091115,Garmin Forerunner,Electronics,Electronics,840.38,1,1,Premium ($300+)
b6439400-89b2-4da2-882c-85dd33a2162e,8,1,443.99,1,11.13,PWPX0982761091057,String Cheese,Supermarket,Supermarket,11.13,1,1,Low ($10-25)
8e0f3412-8419-4272-8751-7d9a5273508c,9,1,424.62,1,12.01,PWPX0982761091037,Almond Butter,Supermarket,Supermarket,12.01,1,1,Low ($10-25)
30999354-4e03-4f6c-aa56-ff0e3587061f,15,1,141.95,1,7.75,PWPX0982761091090,Macaroni,Supermarket,Supermarket,7.75,1,1,Very Low ($0-10)
e6757789-4b9d-406b-933c-b2439fea4012,8,1,242.02,1,11.83,PWPX0982761091055,Salsa,Supermarket,Supermarket,11.83,1,1,Low ($10-25)
4b3cf8d2-27d0-4905-b183-49ea91f7cd51,12,1,582.01,1,18.35,PWPX0982761091028,Spaghetti,Supermarket,Supermarket,18.35,1,1,Low ($10-25)
2ac1db48-e4a1-47e4-9c01-2bb0a0fe5f50,16,2,209.94,1,26.26,PWPX0982761091033,Pancake Mix,Supermarket,Supermarket,17.78,1,1,Low ($10-25)
85b8ddbf-09ce-42ca-83f8-4a1b2c7487cb,8,1,200.08,1,19.77,PWPX0982761090986,Sourdough Bread,Supermarket,Supermarket,19.77,1,1,Low ($10-25)
9b74d6a7-8fca-4294-a956-e4811e308609,17,1,420.4,1,5.93,PWPX0982761090997,Chicken Breast,Supermarket,Supermarket,5.93,1,1,Very Low ($0-10)
d49fc462-5c9b-4813-8d04-f717ef86a64e,19,1,1036.85,1,647.73,PWPX0982761091106,NVIDIA GeForce RTX 3060,Electronics,Electronics,647.73,1,1,Premium ($300+)
83d088e0-b7e6-4302-a63f-c4421293421a,10,1,442.42,1,18.81,PWPX0982761091064,Red Onions,Supermarket,Supermarket,18.81,1,1,Low ($10-25)
9e8d0c0a-dab9-4581-a7b7-acfd50787812,16,1,271.22,1,424.82,PWPX0982761091100,Apple MacBook Pro,Electronics,Electronics,424.82,1,1,Premium ($300+)
18c742a0-3cab-4396-8ff4-c4eb5f940c3e,14,1,1274.5,1,11.69,PWPX0982761091066,Frozen French Fries,Supermarket,Supermarket,11.69,1,1,Low ($10-25)
3523b03b-be39-4c7f-a6c2-bf1c939b8946,8,1,262.72,1,19.58,PWPX0982761090996,Oat Milk,Supermarket,Supermarket,19.58,1,1,Low ($10-25)
686046cf-bc3b-47b3-a003-e6255c02341f,17,2,212.03,1,16.82,PWPX0982761091037,Almond Butter,Supermarket,Supermarket,12.01,1,1,Low ($10-25)
6b39aa58-a1f3-451c-b5a0-bbc681915a3c,12,2,169.56,1,32.68,PWPX0982761091049,Baking Soda,Supermarket,Supermarket,19.55,1,1,Low ($10-25)
200b2ee8-f04d-4f9e-9370-9c1990b17819,4,1,80.65,1,8.48,PWPX0982761091054,Turkey Burgers,Supermarket,Supermarket,8.48,1,1,Very Low ($0-10)
1dcf8886-6ba3-4dac-9e8b-43eb6a039a43,19,2,272.81,1,23.18,PWPX0982761091030,Ice Cream,Supermarket,Supermarket,7.29,1,1,Very Low ($0-10)
5ee1d9c9-8a51-4a4c-9a81-5e89b3c2b758,10,1,145.2,1,3.94,PWPX0982761090985,Organic Bananas,Supermarket,Supermarket,3.94,1,1,Very Low ($0-10)
eef6e049-5d4a-4f8d-a917-22ff010ba3d0,11,1,121.11,1,16.69,PWPX0982761091045,Whole Wheat Tortillas,Supermarket,Supermarket,16.69,1,1,Low ($10-25)
a5b31ee6-e3da-4ed9-95b1-32c8cd032c59,15,1,865.02,1,17.95,PWPX0982761091082,Baking Powder,Supermarket,Supermarket,17.95,1,1,Low ($10-25)
a7111d64-74f6-4506-95b9-e0d68febd229,5,1,231.77,1,6.56,PWPX0982761091013,Rice Cakes,Supermarket,Supermarket,6.56,1,1,Very Low ($0-10)
89c168b0-29d8-43cc-834d-9fed6bfb283f,19,1,393.38,1,3.78,PWPX0982761091009,Beef Jerky,Supermarket,Supermarket,3.78,1,1,Very Low ($0-10)
95468b9a-c375-4cba-846f-c294973c0181,2,1,431.5,1,187.4,PWPX0982761091126,Panasonic Lumix Camera,Electronics,Electronics,187.4,1,1,Very High ($100-300)
071d71b9-fe38-49e6-b08d-6ceb5802be05,1,1,275.85,1,17.09,PWPX0982761091086,Frozen Mozzarella,Supermarket,Supermarket,17.09,1,1,Low ($10-25)
2e337dae-f3d1-4532-8292-5402771ca178,19,1,342.43,1,2.65,PWPX0982761091023,Whipped Cream,Supermarket,Supermarket,2.65,1,1,Very Low ($0-10)
97b249f3-e867-408f-868d-a96d9a2acf79,18,1,227.76,1,13.83,PWPX0982761091042,Shredded Carrots,Supermarket,Supermarket,13.83,1,1,Low ($10-25)
b4224570-4952-4d6a-8bd2-e821e2bcfa54,7,1,354.97,1,9.97,PWPX0982761091031,Corn Tortillas,Supermarket,Supermarket,9.97,1,1,Very Low ($0-10)
55932539-9ab3-464e-a023-614915b9d343,6,1,47.83,1,5.92,PWPX0982761091059,Organic Baby Carrots,Supermarket,Supermarket,5.92,1,1,Very Low ($0-10)
0e4e2b8e-1c9c-47bf-ba32-393e6af6fb3c,18,1,177.78,1,690.88,PWPX0982761091097,Beats Studio Pro Headphone,Electronics,Electronics,690.88,1,1,Premium ($300+)
729e80d3-da35-40a3-88c2-5d5af676863c,16,1,122.16,1,6.1,PWPX0982761091046,Orange Juice,Supermarket,Supermarket,6.1,1,1,Very Low ($0-10)
7f3849d7-10ae-48eb-a0a1-630b7ef18e48,12,1,46.76,1,10.08,PWPX0982761091089,Pita Bread,Supermarket,Supermarket,10.08,1,1,Low ($10-25)
74219bfd-0de0-4bf1-b9a7-626ece6a1dda,9,2,83.11,1,27.75,PWPX0982761091041,Mustard,Supermarket,Supermarket,7.95,1,1,Very Low ($0-10)
8faf06d5-5681-4c3a-94dc-357a12c65368,4,1,403.03,1,477.29,PWPX0982761091103,Amazon Echo Dot,Electronics,Electronics,477.29,1,1,Premium ($300+)
27508e97-bc60-4d9f-9cc7-944685e830a8,12,1,169.51,1,11.08,PWPX0982761091020,Frozen Waffles,Supermarket,Supermarket,11.08,1,1,Low ($10-25)
525b45bb-4ae7-4802-81ac-f89c33f443a9,19,1,1324.96,1,4.81,PWPX0982761091058,Frozen Chicken Nuggets,Supermarket,Supermarket,4.81,1,1,Very Low ($0-10)
a4f39477-e7d2-4808-bc8b-78e253b068dd,16,1,493.48,1,17.28,PWPX0982761091000,Bagged Spinach,Supermarket,Supermarket,17.28,1,1,Low ($10-25)
70f5a3b4-4a23-453c-af52-c63e634d38b6,4,3,84.24,1,30.299999999999997,PWPX0982761090990,Frozen Peas,Supermarket,Supermarket,10.1,1,1,Low ($10-25)
1c1acdfb-b999-4ae2-bbf8-47d1d3a4daea,1,1,214.38,1,482.13,PWPX0982761091111,HP Envy Printer,Electronics,Electronics,482.13,1,1,Premium ($300+)
3a481c5b-49cb-4225-909d-0f8c51220e5d,1,1,486.14,1,12.53,PWPX0982761090982,Kellogg's Frosties,Supermarket,Supermarket,12.53,1,1,Low ($10-25)
9c2bf24b-33e2-4f3f-b75b-e855ed85ec64,14,3,365.02,1,52.62,PWPX0982761090991,Honey Nut Cheerios,Supermarket,Supermarket,17.54,1,1,Low ($10-25)
416ce9c8-9ae8-4b9f-a1a5-9a543a79a23e,3,1,456.8,1,9.87,PWPX0982761091047,Pickles,Supermarket,Supermarket,9.87,1,1,Very Low ($0-10)
beb2f169-80b2-4cf7-a3f8-62e95c9d2554,6,1,161.04,1,180.2,PWPX0982761091120,Apple iPhone 13 Pro,Electronics,Electronics,180.2,1,1,Very High ($100-300)
f4a37540-3a9f-4007-8035-4fbd37e91d07,10,1,801.07,1,334.68,PWPX0982761091121,Asus ROG Gaming Laptop,Electronics,Electronics,334.68,1,1,Premium ($300+)
3ac9746e-2fe3-478f-9288-479e368ad82d,19,1,437.04,1,16.2,PWPX0982761091021,Pasta,Supermarket,Supermarket,16.2,1,1,Low ($10-25)
7c1993e3-7df0-4524-9b7a-c6fd051e8803,16,2,646.37,1,30.18,PWPX0982761091039,Chicken Wings,Supermarket,Supermarket,19.38,1,1,Low ($10-25)
08bfb8ab-71d5-4ae6-af32-e48a3115309b,16,2,331.67,1,35.42,PWPX0982761091079,Canned Chickpeas,Supermarket,Supermarket,16.82,1,1,Low ($10-25)
1c573b87-bf93-4d1f-aeb7-2b93f13d6dcf,11,1,1033.98,1,17.79,PWPX0982761091005,Ketchup,Supermarket,Supermarket,17.79,1,1,Low ($10-25)
cfe79962-fd38-4927-a2be-e6e1a038793e,8,1,135.09,1,5.8,PWPX0982761091004,Instant Noodles,Supermarket,Supermarket,5.8,1,1,Very Low ($0-10)
ed8c80a3-decc-47d8-a104-7acca6e66b3e,8,1,169.38,1,808.21,PWPX0982761091104,Canon EOS Rebel Camera,Electronics,Electronics,808.21,1,1,Premium ($300+)
1493ab50-1bf9-4655-8558-59a0c0eeca32,4,1,299.9,1,9.97,PWPX0982761091031,Corn Tortillas,Supermarket,Supermarket,9.97,1,1,Very Low ($0-10)
71e5625a-a9ba-484d-ae50-cc15a0c0618f,19,1,269.54,1,18.25,PWPX0982761091053,Cottage Cheese,Supermarket,Supermarket,18.25,1,1,Low ($10-25)
4f3ac8af-8d2b-4cb9-952a-40e1a6209c52,12,1,425.08,1,11.08,PWPX0982761091020,Frozen Waffles,Supermarket,Supermarket,11.08,1,1,Low ($10-25)
ac6aff83-a86d-4d76-aecd-f44ebf652a6e,3,1,30.99,1,225.68,PWPX0982761091098,Logitech Mouse,Electronics,Electronics,225.68,1,1,Very High ($100-300)
ec4f573f-ab92-477e-9b4b-7ae61f740987,8,2,186.25,1,32.28,PWPX0982761091022,Shredded Cheese,Supermarket,Supermarket,16.28,1,1,Low ($10-25)
8e7450f7-8435-4db9-88d8-52c1792063a4,6,1,306.97,1,585.52,PWPX0982761091101,Bose QuietComfort Earbuds,Electronics,Electronics,585.52,1,1,Premium ($300+)
025167ad-6f30-421c-b07a-7dac320cfb78,1,1,451.18,1,16.67,PWPX0982761091052,Baby Spinach,Supermarket,Supermarket,16.67,1,1,Low ($10-25)
ad19d9ec-ae72-4732-8914-22a2d9512789,13,1,893.17,1,19.32,PWPX0982761090994,Peanut Butter,Supermarket,Supermarket,19.32,1,1,Low ($10-25)
4106cf03-691c-47fd-b98f-38c79f68a707,3,1,139.55,1,528.96,PWPX0982761091124,Nest Thermostat,Electronics,Electronics,528.96,1,1,Premium ($300+)
638b7211-be10-4a1b-bb1d-4dd094a40428,1,1,312.55,1,6.13,PWPX0982761091072,Cereal Bars,Supermarket,Supermarket,6.13,1,1,Very Low ($0-10)
9980c39a-00fc-42cb-a599-90004657a60c,3,1,248.98,1,5.8,PWPX0982761091004,Instant Noodles,Supermarket,Supermarket,5.8,1,1,Very Low ($0-10)
e66e9506-dc09-4391-b830-b696eb019e70,17,2,293.88,1,24.33,PWPX0982761090995,Cinnamon Toast Crunch,Supermarket,Supermarket,8.11,1,1,Very Low ($0-10)
6981a5a5-73e4-4ecd-913b-c89c37dfb62f,1,1,870.64,1,225.68,PWPX0982761091098,Logitech Mouse,Electronics,Electronics,225.68,1,1,Very High ($100-300)
048e5947-7ee2-4278-8cb2-ffb6610c79a2,6,1,431.78,1,8.21,PWPX0982761091083,Chia Seeds,Supermarket,Supermarket,8.21,1,1,Very Low ($0-10)
1f944ab7-1693-4108-85ea-e9d2f70c1c4e,18,1,248.74,1,12.53,PWPX0982761090982,Kellogg's Frosties,Supermarket,Supermarket,12.53,1,1,Low ($10-25)
a0a4b6c4-779f-48a9-b566-f95303a62e94,5,1,22.41,1,13.31,PWPX0982761091095,Croutons,Supermarket,Supermarket,13.31,1,1,Low ($10-25)
29d191fa-7258-4582-a2ca-6e63596e696b,7,1,327.35,1,307.07,PWPX0982761091123,JBL Flip Speaker,Electronics,Electronics,307.07,1,1,Premium ($300+)
8ef770df-d24d-40de-9958-45f6856d760e,12,1,420.18,1,632.85,PWPX0982761091122,Roku Ultra Streaming Device,Electronics,Electronics,632.85,1,1,Premium ($300+)
af109d48-e601-47ad-b5e1-d6afc5df86e3,4,1,104.32,1,2.16,PWPX0982761091081,Vegetable Stock,Supermarket,Supermarket,2.16,1,1,Very Low ($0-10)
b5c04336-534d-4d6a-8921-dfbdf99091af,5,1,121.82,1,15.28,PWPX0982761091092,Basil Pesto,Supermarket,Supermarket,15.28,1,1,Low ($10-25)
e565848b-a180-47dd-9765-b444eea2b339,4,1,42.71,1,908.87,PWPX0982761091109,GoPro Hero 9,Electronics,Electronics,908.87,1,1,Premium ($300+)
2f334a81-b585-481e-b480-12a5dc4c1da3,10,1,456.87,1,8.21,PWPX0982761091083,Chia Seeds,Supermarket,Supermarket,8.21,1,1,Very Low ($0-10)
b04e6256-2110-4f23-99af-ff66de9a401b,9,1,242.8,1,180.2,PWPX0982761091120,Apple iPhone 13 Pro,Electronics,Electronics,180.2,1,1,Very High ($100-300)
788a46f4-f495-4c18-a352-79512b7a965b,5,1,352.26,1,17.09,PWPX0982761091086,Frozen Mozzarella,Supermarket,Supermarket,17.09,1,1,Low ($10-25)
14cb2e5b-332a-4921-a557-c3f72763e711,18,1,296.94,1,9.97,PWPX0982761091031,Corn Tortillas,Supermarket,Supermarket,9.97,1,1,Very Low ($0-10)
f1c21343-5a15-431c-b641-31cef86ef113,3,1,137.8,1,3.1,PWPX0982761091077,Frozen Mixed Berries,Supermarket,Supermarket,3.1,1,1,Very Low ($0-10)
c120ee21-c644-4d6f-9c4b-f1a6b8b64cc2,6,1,436.32,1,18.25,PWPX0982761091053,Cottage Cheese,Supermarket,Supermarket,18.25,1,1,Low ($10-25)
e5721d77-8828-43c5-b380-86cfe0b6d49d,2,1,362.36,1,8.48,PWPX0982761091054,Turkey Burgers,Supermarket,Supermarket,8.48,1,1,Very Low ($0-10)
597c1e66-5a72-4b9b-bd94-77b16930cf56,2,1,283.6,1,8.11,PWPX0982761090995,Cinnamon Toast Crunch,Supermarket,Supermarket,8.11,1,1,Very Low ($0-10)
a72676a8-f3bf-47af-bd4c-296302b33a4e,13,1,316.21,1,579.0,PWPX0982761091112,Apple Watch Series 6,Electronics,Electronics,579.0,1,1,Premium ($300+)
be8c8c32-f586-42cf-ae32-0cc7fc843cdf,5,1,1195.73,1,783.07,PWPX0982761091099,Samsung Galaxy S21,Electronics,Electronics,783.07,1,1,Premium ($300+)
93ba4d0f-4ef4-45a1-a36e-c853a47d549d,11,1,474.9,1,12.63,PWPX0982761091070,Tortilla Chips,Supermarket,Supermarket,12.63,1,1,Low ($10-25)
e5aa4603-e197-49d9-9163-17367ccdb593,6,1,152.34,1,14.22,PWPX0982761091016,Romaine Lettuce,Supermarket,Supermarket,14.22,1,1,Low ($10-25)
906f7f0f-cc10-4495-abd9-2ee9428ffb6b,6,1,397.01,1,7.92,PWPX0982761091012,Hummus,Supermarket,Supermarket,7.92,1,1,Very Low ($0-10)
bf7f281f-1fb7-41ed-845e-172c1a955c9c,17,1,183.15,1,3.1,PWPX0982761091077,Frozen Mixed Berries,Supermarket,Supermarket,3.1,1,1,Very Low ($0-10)
0d85bbf8-d3bd-4005-94aa-dec907e8b031,14,1,33.99,1,6.13,PWPX0982761091072,Cereal Bars,Supermarket,Supermarket,6.13,1,1,Very Low ($0-10)
a9194785-a3c0-46b0-a194-bf6650abdf34,3,1,115.56,1,14.41,PWPX0982761091075,Potato Wedges,Supermarket,Supermarket,14.41,1,1,Low ($10-25)
bd91d99d-a24f-4eb2-9176-056a8b7114bf,18,1,1003.65,1,11.02,PWPX0982761091063,Sweet Potatoes,Supermarket,Supermarket,11.02,1,1,Low ($10-25)
7d6fe82a-5742-430a-9cca-a6cdc3a8490d,4,1,22.32,1,19.8,PWPX0982761091062,Bread Crumbs,Supermarket,Supermarket,19.8,1,1,Low ($10-25)
c5620872-a51a-49c3-9d29-67b12b28351a,11,1,176.46,1,9.48,PWPX0982761091091,Diced Tomatoes,Supermarket,Supermarket,9.48,1,1,Very Low ($0-10)
a87f05ad-917a-443f-93f1-a810d84e7305,5,1,323.56,1,14.22,PWPX0982761091016,Romaine Lettuce,Supermarket,Supermarket,14.22,1,1,Low ($10-25)
f92d70fa-0462-46cd-a061-8cf3d7fd64fc,7,1,236.5,1,585.52,PWPX0982761091101,Bose QuietComfort Earbuds,Electronics,Electronics,585.52,1,1,Premium ($300+)
c4442a91-3af5-4e87-9a44-43f43e8b3c22,13,1,216.45,1,8.68,PWPX0982761091019,Maple Syrup,Supermarket,Supermarket,8.68,1,1,Very Low ($0-10)
6fb8048f-4339-4e4f-90fa-b6b724c349b1,14,2,55.73,1,24.089999999999996,PWPX0982761091008,Oranges,Supermarket,Supermarket,4.51,1,1,Very Low ($0-10)
546864d7-986a-4ad1-b3c9-f1916d9ea086,8,1,317.11,1,11.69,PWPX0982761091066,Frozen French Fries,Supermarket,Supermarket,11.69,1,1,Low ($10-25)
df53b894-491a-4eba-b70a-df261966e232,19,1,489.61,1,15.49,PWPX0982761091044,Protein Bars,Supermarket,Supermarket,15.49,1,1,Low ($10-25)
2ddf58ab-cdec-4d0e-90d6-e3af13f38c3f,1,1,1141.65,1,334.68,PWPX0982761091121,Asus ROG Gaming Laptop,Electronics,Electronics,334.68,1,1,Premium ($300+)
b45faed8-e2ff-42c0-9a26-8141e65da4b0,6,2,310.88,1,19.67,PWPX0982761091036,Frozen Vegetables,Supermarket,Supermarket,8.54,1,1,Very Low ($0-10)
0199be15-caf8-4a6a-9d37-da14fa2fdc95,3,1,208.2,1,3.85,PWPX0982761091018,Butter,Supermarket,Supermarket,3.85,1,1,Very Low ($0-10)
c88588d0-38fd-45ed-9811-7f8fc7629382,4,1,387.71,1,783.07,PWPX0982761091099,Samsung Galaxy S21,Electronics,Electronics,783.07,1,1,Premium ($300+)
f4b912b4-aa3e-4251-86ed-f8196b85bfa5,6,1,50.55,1,9.37,PWPX0982761091006,Soy Sauce,Supermarket,Supermarket,9.37,1,1,Very Low ($0-10)
72deef04-8000-4c01-a2eb-c5be77af1f3d,4,1,438.08,1,2.65,PWPX0982761091023,Whipped Cream,Supermarket,Supermarket,2.65,1,1,Very Low ($0-10)
0c5e1845-823d-426a-8a64-a80de5f41c45,17,1,344.45,1,9.48,PWPX0982761091091,Diced Tomatoes,Supermarket,Supermarket,9.48,1,1,Very Low ($0-10)
b89ce36a-6650-406d-9a9e-9760563bfcc5,9,1,296.63,1,2.65,PWPX0982761091023,Whipped Cream,Supermarket,Supermarket,2.65,1,1,Very Low ($0-10)
a36e3349-f1f7-460b-b6e6-4d7047837795,10,2,463.0,1,13.2,PWPX0982761091077,Frozen Mixed Berries,Supermarket,Supermarket,3.1,1,1,Very Low ($0-10)
9ac480b7-a70e-465a-9c54-0f2356bd625e,7,1,278.24,1,19.99,PWPX0982761091035,Ranch Dressing,Supermarket,Supermarket,19.99,1,1,Low ($10-25)
4610d545-85e7-4586-be0d-affd7be6907f,14,1,532.73,1,528.96,PWPX0982761091124,Nest Thermostat,Electronics,Electronics,528.96,1,1,Premium ($300+)
bc0ad55d-3944-49d1-a544-e00e86915071,17,1,246.53,1,3.1,PWPX0982761091077,Frozen Mixed Berries,Supermarket,Supermarket,3.1,1,1,Very Low ($0-10)
1c3ca0a5-39a7-4cc4-b855-c51240a678fe,4,1,177.44,1,3.85,PWPX0982761091014,Whole Wheat Bread,Supermarket,Supermarket,3.85,1,1,Very Low ($0-10)
f1326527-3e33-4951-9cac-f91cc9da2de0,11,2,358.44,1,26.54,PWPX0982761091068,Frozen Broccoli,Supermarket,Supermarket,11.26,1,1,Low ($10-25)
4d257582-d84d-4755-bd24-56d57d3fdce4,4,1,472.93,1,9.97,PWPX0982761091031,Corn Tortillas,Supermarket,Supermarket,9.97,1,1,Very Low ($0-10)
3cd67eac-d536-42ca-a587-1bd8964039c3,7,1,317.26,1,11.02,PWPX0982761091063,Sweet Potatoes,Supermarket,Supermarket,11.02,1,1,Low ($10-25)
828c98c8-f2cf-4b8d-a5b5-a1b4849038a6,18,1,416.08,1,13.13,PWPX0982761091088,Frozen Edamame,Supermarket,Supermarket,13.13,1,1,Low ($10-25)
329731d3-5e52-4231-9f83-c540640ba9c0,8,1,233.51,1,9.3,PWPX0982761091026,Potato Chips,Supermarket,Supermarket,9.3,1,1,Very Low ($0-10)
b84762e3-b1de-40a7-91e7-775d6609504a,5,1,35.72,1,185.97,PWPX0982761091107,Apple iPad Air,Electronics,Electronics,185.97,1,1,Very High ($100-300)
